document,negative,positive,sentiment
text17000,0,1,1
text17007,0,1,1
text17008,0,1,1
text17011,0,1,1
text17012,0,1,1
text17020,0,1,1
text17026,0,1,1
text17036,0,1,1
text17037,0,1,1
text1704,0,1,1
text17041,0,1,1
text17049,0,1,1
text17050,0,1,1
text17054,1,2,1
text17055,0,1,1
text17059,0,1,1
text17060,0,1,1
text17066,0,1,1
text17068,1,2,1
text17074,1,2,1
text17075,0,1,1
text17079,0,1,1
text17080,0,1,1
text17086,0,1,1
text17088,0,1,1
text17091,0,1,1
text17092,1,2,1
text17094,0,1,1
text17095,0,1,1
text17097,0,1,1
text17099,0,1,1
text17106,0,1,1
text17123,0,1,1
text17127,0,1,1
text17128,1,2,1
text17130,0,1,1
text17136,0,1,1
text17143,0,1,1
text17146,0,1,1
text17148,1,2,1
text17155,0,1,1
text17160,0,1,1
text17163,0,1,1
text17166,0,1,1
text17169,0,1,1
text17170,0,1,1
text17171,0,1,1
text17172,0,1,1
text17177,0,1,1
text17178,0,1,1
text17181,0,1,1
text17192,0,1,1
text17193,1,2,1
text172,1,2,1
text17201,0,1,1
text17202,0,1,1
text1721,0,1,1
text17216,0,1,1
text17217,0,1,1
text17218,1,2,1
text17219,0,1,1
text17220,0,1,1
text17222,0,1,1
text17226,0,1,1
text17231,0,1,1
text17241,1,2,1
text17243,0,1,1
text17248,2,3,1
text17249,1,2,1
text1726,0,1,1
text17264,0,1,1
text17269,1,2,1
text1727,1,2,1
text17276,0,1,1
text17277,0,1,1
text17279,0,1,1
text17283,0,1,1
text17284,0,1,1
text17285,1,2,1
text17294,0,1,1
text17297,0,1,1
text1730,0,1,1
text17305,0,1,1
text17309,0,1,1
text17310,0,1,1
text17311,0,1,1
text17312,0,1,1
text17313,1,2,1
text17315,0,1,1
text17321,0,1,1
text17324,0,1,1
text17325,0,1,1
text17331,0,1,1
text17342,0,1,1
text17344,0,1,1
text17350,1,2,1
text17353,0,1,1
text17359,2,3,1
text17363,0,1,1
text17365,0,1,1
text17369,0,1,1
text1737,0,1,1
text17373,0,1,1
text17377,0,1,1
text17388,0,1,1
text17390,0,1,1
text17397,0,1,1
text17403,0,1,1
text17408,0,1,1
text17411,0,1,1
text17415,0,1,1
text17419,0,1,1
text17428,0,1,1
text17430,0,1,1
text17435,0,1,1
text17436,0,1,1
text17439,1,2,1
text17443,0,1,1
text17444,0,1,1
text17445,0,1,1
text17449,0,1,1
text17452,0,1,1
text17455,0,1,1
text17457,0,1,1
text17459,0,1,1
text17462,0,1,1
text17464,0,1,1
text17469,0,1,1
text17473,0,1,1
text17474,0,1,1
text17480,0,1,1
text17484,0,1,1
text17487,0,1,1
text17492,0,1,1
text17496,0,1,1
text175,0,1,1
text17513,0,1,1
text17517,0,1,1
text17520,0,1,1
text17521,0,1,1
text17522,0,1,1
text17524,0,1,1
text17525,0,1,1
text17528,0,1,1
text17533,0,1,1
text17544,0,1,1
text17545,0,1,1
text17556,0,1,1
text17558,0,1,1
text17563,0,1,1
text17564,0,1,1
text17565,0,1,1
text17570,0,1,1
text17571,0,1,1
text17583,0,1,1
text17585,0,1,1
text17588,0,1,1
text1759,2,3,1
text17590,0,1,1
text17592,0,1,1
text17593,0,1,1
text17600,0,1,1
text17603,0,1,1
text17604,0,1,1
text17605,0,1,1
text17612,0,1,1
text17616,0,1,1
text17623,0,1,1
text17624,0,1,1
text17627,0,1,1
text17639,1,2,1
text17640,0,1,1
text17641,0,1,1
text17649,1,2,1
text17657,0,1,1
text17665,0,1,1
text17669,0,1,1
text17672,0,1,1
text17679,0,1,1
text17680,0,1,1
text17681,0,1,1
text17683,0,1,1
text17685,0,1,1
text17687,0,1,1
text1770,0,1,1
text17705,0,1,1
text17707,0,1,1
text17709,1,2,1
text1771,0,1,1
text17724,0,1,1
text17725,0,1,1
text17726,0,1,1
text1773,0,1,1
text17733,0,1,1
text17735,1,2,1
text17740,0,1,1
text17743,0,1,1
text17745,0,1,1
text17749,0,1,1
text17752,0,1,1
text17755,0,1,1
text17756,0,1,1
text17758,0,1,1
text17759,1,2,1
text17772,0,1,1
text17773,0,1,1
text1778,0,1,1
text17784,0,1,1
text17786,1,2,1
text17789,0,1,1
text1779,0,1,1
text17790,0,1,1
text17792,0,1,1
text17800,0,1,1
text17804,0,1,1
text17807,0,1,1
text17808,0,1,1
text17809,0,1,1
text17817,0,1,1
text17819,0,1,1
text17823,0,1,1
text17824,0,1,1
text17829,0,1,1
text17834,0,1,1
text17837,1,2,1
text17838,0,1,1
text1785,0,1,1
text17851,1,2,1
text17852,0,1,1
text17857,0,1,1
text17858,0,1,1
text17861,0,1,1
text17863,0,1,1
text17865,0,1,1
text17866,0,1,1
text17867,0,1,1
text17868,0,1,1
text17869,0,1,1
text17871,0,1,1
text17872,0,1,1
text17874,0,1,1
text17876,0,1,1
text17880,0,1,1
text17886,0,1,1
text17888,0,1,1
text17890,0,1,1
text17896,0,1,1
text17897,0,1,1
text17907,0,1,1
text17916,0,1,1
text17918,0,1,1
text17919,0,1,1
text1792,0,1,1
text17924,0,1,1
text17928,0,1,1
text17930,0,1,1
text17934,0,1,1
text17939,0,1,1
text1794,0,1,1
text17941,0,1,1
text17942,0,1,1
text17944,0,1,1
text17947,0,1,1
text1795,0,1,1
text17963,0,1,1
text17964,1,2,1
text17965,0,1,1
text17966,0,1,1
text17967,0,1,1
text17968,0,1,1
text17969,0,1,1
text1797,0,1,1
text17974,0,1,1
text17976,0,1,1
text17988,0,1,1
text17996,0,1,1
text17998,0,1,1
text17999,0,1,1
text18,0,1,1
text18000,0,1,1
text18002,0,1,1
text18004,0,1,1
text18007,0,1,1
text18015,0,1,1
text18018,0,1,1
text18020,0,1,1
text18022,1,2,1
text18024,0,1,1
text18025,0,1,1
text18032,1,2,1
text18036,0,1,1
text18037,0,1,1
text18041,0,1,1
text18042,0,1,1
text18050,0,1,1
text18052,0,1,1
text18057,0,1,1
text18062,0,1,1
text18063,0,1,1
text18065,1,2,1
text18066,0,1,1
text18067,0,1,1
text18071,0,1,1
text18074,0,1,1
text1808,1,2,1
text18081,0,1,1
text18085,1,2,1
text18097,0,1,1
text18101,0,1,1
text18105,1,2,1
text18115,0,1,1
text1812,0,1,1
text18123,0,1,1
text18124,0,1,1
text18129,0,1,1
text18133,0,1,1
text18138,0,1,1
text18139,0,1,1
text1814,0,1,1
text18140,0,1,1
text18147,0,1,1
text18150,1,2,1
text18151,0,1,1
text18156,0,1,1
text18157,0,1,1
text18158,0,1,1
text1816,1,2,1
text18161,0,1,1
text18162,0,1,1
text18165,0,1,1
text18167,0,1,1
text18168,0,1,1
text18173,0,1,1
text18175,0,1,1
text18177,0,1,1
text18178,0,1,1
text18179,0,1,1
text18182,0,1,1
text18184,0,1,1
text18187,0,1,1
text18191,0,1,1
text18197,0,1,1
text1821,2,3,1
text18211,1,2,1
text18221,0,1,1
text18225,0,1,1
text18227,0,1,1
text18228,0,1,1
text18233,0,1,1
text18238,0,1,1
text18239,0,1,1
text18241,0,1,1
text1825,0,1,1
text18250,0,1,1
text18252,0,1,1
text18253,0,1,1
text18258,0,1,1
text18262,1,2,1
text18269,0,1,1
text18271,0,1,1
text18272,0,1,1
text18274,1,2,1
text18275,0,1,1
text1828,1,2,1
text18280,0,1,1
text18282,0,1,1
text18283,0,1,1
text18284,0,1,1
text1829,1,2,1
text18291,0,1,1
text18293,0,1,1
text18295,0,1,1
text18299,0,1,1
text18300,0,1,1
text18301,0,1,1
text18302,0,1,1
text18303,1,2,1
text18305,0,1,1
text18307,0,1,1
text1831,0,1,1
text18313,0,1,1
text18316,0,1,1
text1832,0,1,1
text18321,1,2,1
text18327,1,2,1
text18329,0,1,1
text18332,0,1,1
text18333,0,1,1
text18334,0,1,1
text18335,0,1,1
text18336,0,1,1
text18337,0,1,1
text18341,0,1,1
text18343,0,1,1
text18344,0,1,1
text18347,0,1,1
text18350,0,1,1
text18354,0,1,1
text18358,0,1,1
text18359,0,1,1
text18365,0,1,1
text18366,0,1,1
text18367,1,2,1
text18369,0,1,1
text18371,0,1,1
text18372,0,1,1
text18373,0,1,1
text18374,0,1,1
text18377,0,1,1
text18380,0,1,1
text18383,0,1,1
text18384,1,2,1
text18387,0,1,1
text18389,0,1,1
text18390,1,2,1
text18394,0,1,1
text18397,0,1,1
text18398,0,1,1
text18401,0,1,1
text18402,0,1,1
text18404,0,1,1
text18408,0,1,1
text1841,0,1,1
text18413,0,1,1
text18417,1,2,1
text18421,0,1,1
text18426,0,1,1
text1843,0,1,1
text18434,0,1,1
text18435,0,1,1
text18436,0,1,1
text18438,1,2,1
text18442,0,1,1
text18452,0,1,1
text18455,0,1,1
text18456,1,2,1
text18462,0,1,1
text18463,1,2,1
text18466,1,2,1
text18469,0,1,1
text18474,0,1,1
text18475,0,1,1
text18480,0,1,1
text18482,0,1,1
text18484,0,1,1
text18485,0,1,1
text18486,0,1,1
text18489,0,1,1
text1849,0,1,1
text18491,1,2,1
text18494,0,1,1
text18497,0,1,1
text1850,1,2,1
text18500,0,1,1
text18505,1,2,1
text1851,0,1,1
text18510,0,1,1
text18513,0,1,1
text18516,1,2,1
text18519,0,1,1
text18520,0,1,1
text18521,0,1,1
text18522,0,1,1
text18523,1,2,1
text18532,0,1,1
text18533,0,1,1
text18536,0,1,1
text18542,0,1,1
text18547,0,1,1
text18549,0,1,1
text18551,0,1,1
text18552,1,2,1
text18555,0,1,1
text18558,1,2,1
text18559,0,1,1
text1856,1,2,1
text18562,0,1,1
text18568,0,1,1
text18571,0,1,1
text18572,0,1,1
text18575,0,1,1
text18577,0,1,1
text18583,0,1,1
text18586,0,1,1
text18594,0,1,1
text186,1,2,1
text18600,1,2,1
text18607,0,1,1
text18610,0,1,1
text18613,0,1,1
text18616,1,2,1
text18622,2,3,1
text18626,0,1,1
text18634,0,1,1
text18637,1,2,1
text18641,0,1,1
text18645,1,2,1
text18651,0,1,1
text18653,0,1,1
text18666,1,2,1
text18668,1,2,1
text1867,0,1,1
text18672,0,1,1
text1869,0,1,1
text18694,0,1,1
text187,1,2,1
text18702,0,1,1
text18703,0,1,1
text18705,0,1,1
text18707,0,1,1
text1871,0,1,1
text18711,1,2,1
text18712,0,1,1
text18715,0,1,1
text18718,0,1,1
text1872,1,2,1
text18724,0,1,1
text18725,0,1,1
text18730,0,1,1
text18743,0,1,1
text18745,0,1,1
text1875,0,1,1
text18753,0,1,1
text18759,1,2,1
text18764,0,1,1
text18765,0,1,1
text18767,0,1,1
text18771,0,1,1
text18788,0,1,1
text18801,0,1,1
text18803,0,1,1
text18810,0,1,1
text18812,0,1,1
text18816,0,1,1
text18821,0,1,1
text18824,1,2,1
text1883,0,1,1
text18834,0,1,1
text18837,1,2,1
text18842,0,1,1
text18845,0,1,1
text18847,0,1,1
text1885,0,1,1
text18851,0,1,1
text18852,0,1,1
text18856,0,1,1
text18858,0,1,1
text18861,0,1,1
text18866,0,1,1
text18869,0,1,1
text18878,0,1,1
text18892,2,3,1
text18893,0,1,1
text18894,0,1,1
text18895,1,2,1
text18896,0,1,1
text18899,0,1,1
text1890,0,1,1
text18900,0,1,1
text18902,0,1,1
text18908,0,1,1
text18909,0,1,1
text18911,0,1,1
text18912,0,1,1
text18924,0,1,1
text18925,0,1,1
text18936,2,3,1
text18945,0,1,1
text18947,0,1,1
text18952,0,1,1
text18954,0,1,1
text18955,1,2,1
text18959,0,1,1
text18960,0,1,1
text18966,0,1,1
text18967,0,1,1
text18968,1,2,1
text18985,0,1,1
text18989,0,1,1
text18990,0,1,1
text18995,1,2,1
text19002,0,1,1
text19009,0,1,1
text19010,0,1,1
text19011,0,1,1
text19018,0,1,1
text19020,0,1,1
text19027,0,1,1
text19029,0,1,1
text19034,0,1,1
text19038,1,2,1
text19041,0,1,1
text19042,0,1,1
text19049,0,1,1
text19052,0,1,1
text19056,0,1,1
text19059,0,1,1
text19064,0,1,1
text19069,0,1,1
text19072,0,1,1
text19079,0,1,1
text19081,2,3,1
text19082,1,2,1
text19085,0,1,1
text19087,0,1,1
text19089,0,1,1
text19092,0,1,1
text191,0,1,1
text19103,0,1,1
text19104,0,1,1
text19105,0,1,1
text19106,0,1,1
text19115,0,1,1
text19119,0,1,1
text19121,0,1,1
text19125,0,1,1
text19128,0,1,1
text1913,0,1,1
text19130,0,1,1
text19131,2,3,1
text19133,1,2,1
text19134,0,1,1
text19137,0,1,1
text19139,0,1,1
text19143,0,1,1
text1915,0,1,1
text19154,0,1,1
text19156,0,1,1
text19157,0,1,1
text19159,0,1,1
text19168,0,1,1
text19170,0,1,1
text19174,1,2,1
text19175,0,1,1
text19183,0,1,1
text19184,0,1,1
text19186,1,2,1
text19194,0,1,1
text19198,0,1,1
text1920,0,1,1
text19201,0,1,1
text19205,0,1,1
text19206,0,1,1
text19214,0,1,1
text1922,0,1,1
text19220,0,1,1
text19224,0,1,1
text19225,0,1,1
text19226,0,1,1
text19228,1,2,1
text19230,0,1,1
text19231,0,1,1
text19241,0,1,1
text19242,0,1,1
text19243,0,1,1
text19251,0,1,1
text19252,0,1,1
text19254,0,1,1
text19257,0,1,1
text19260,0,1,1
text19261,0,1,1
text19262,0,1,1
text19266,0,1,1
text19268,1,2,1
text19273,2,3,1
text19276,0,1,1
text19291,0,1,1
text19296,0,1,1
text19297,0,1,1
text19299,0,1,1
text1930,1,2,1
text19308,0,1,1
text19311,0,1,1
text19316,1,2,1
text19318,0,1,1
text1932,0,1,1
text19321,0,1,1
text19322,0,1,1
text19323,0,1,1
text19329,0,1,1
text19333,0,1,1
text19337,0,1,1
text19339,0,1,1
text1934,0,1,1
text19341,0,1,1
text19347,0,1,1
text19349,0,1,1
text19351,0,1,1
text19360,0,1,1
text19361,0,1,1
text19364,0,1,1
text19365,0,1,1
text19367,0,1,1
text19368,0,1,1
text19369,0,1,1
text19371,1,2,1
text19374,0,1,1
text19381,0,1,1
text19382,0,1,1
text19384,1,2,1
text19389,0,1,1
text19391,0,1,1
text19392,0,1,1
text19393,0,1,1
text19394,0,1,1
text19395,0,1,1
text194,0,1,1
text19403,0,1,1
text19404,0,1,1
text19408,0,1,1
text1941,0,1,1
text19414,0,1,1
text19415,0,1,1
text19418,0,1,1
text1942,0,1,1
text1943,0,1,1
text19430,0,1,1
text19433,0,1,1
text19434,0,1,1
text19435,0,1,1
text19438,0,1,1
text19439,0,1,1
text19443,0,1,1
text19448,0,1,1
text19450,0,1,1
text19452,0,1,1
text19458,0,1,1
text19459,0,1,1
text19461,0,1,1
text19462,0,1,1
text19465,0,1,1
text1947,0,1,1
text19472,0,1,1
text19473,0,1,1
text19474,0,1,1
text19475,1,2,1
text19477,0,1,1
text19478,0,1,1
text1948,0,1,1
text19482,0,1,1
text19487,0,1,1
text19495,1,2,1
text19497,0,1,1
text19498,0,1,1
text19505,0,1,1
text19507,0,1,1
text19508,0,1,1
text19512,0,1,1
text19513,1,2,1
text19514,0,1,1
text19515,0,1,1
text1952,0,1,1
text19522,0,1,1
text19523,0,1,1
text1953,0,1,1
text19532,0,1,1
text19535,0,1,1
text19537,1,2,1
text19539,1,2,1
text1954,1,2,1
text19541,0,1,1
text19543,0,1,1
text19544,0,1,1
text19545,1,2,1
text19546,0,1,1
text19548,1,2,1
text19549,0,1,1
text1956,1,2,1
text19561,0,1,1
text19567,0,1,1
text19568,0,1,1
text19570,0,1,1
text19573,0,1,1
text19579,1,2,1
text19581,0,1,1
text19583,0,1,1
text1960,1,2,1
text19604,1,2,1
text1961,0,1,1
text19611,0,1,1
text19618,0,1,1
text19623,0,1,1
text19626,0,1,1
text19633,0,1,1
text19636,0,1,1
text19638,0,1,1
text19639,0,1,1
text19646,0,1,1
text19647,0,1,1
text19650,0,1,1
text19651,0,1,1
text19653,0,1,1
text19655,0,1,1
text19659,0,1,1
text19660,0,1,1
text19663,0,1,1
text19667,0,1,1
text19668,0,1,1
text19669,0,1,1
text19680,0,1,1
text19681,0,1,1
text19685,0,1,1
text19686,0,1,1
text1969,0,1,1
text19691,0,1,1
text19693,0,1,1
text19699,0,1,1
text1970,0,1,1
text19701,0,1,1
text19706,1,2,1
text19707,0,1,1
text19711,0,1,1
text19713,0,1,1
text19718,0,1,1
text19736,1,2,1
text19737,1,2,1
text19739,0,1,1
text19742,0,1,1
text19747,1,2,1
text19750,1,2,1
text19753,0,1,1
text19756,0,1,1
text19757,0,1,1
text19766,0,1,1
text19767,0,1,1
text19773,0,1,1
text19790,0,1,1
text19791,0,1,1
text19794,0,1,1
text1980,0,1,1
text19800,0,1,1
text19803,0,1,1
text19804,0,1,1
text19808,0,1,1
text19809,0,1,1
text19815,0,1,1
text19816,0,1,1
text19818,0,1,1
text19819,0,1,1
text19823,0,1,1
text19826,1,2,1
text19827,0,1,1
text19838,2,3,1
text19847,0,1,1
text19849,0,1,1
text19852,1,2,1
text19854,1,2,1
text19856,0,1,1
text19857,0,1,1
text19861,0,1,1
text19866,0,1,1
text1987,0,1,1
text19871,1,2,1
text19874,1,2,1
text19875,0,1,1
text19876,1,2,1
text19879,0,1,1
text19880,0,1,1
text19881,0,1,1
text19883,0,1,1
text19885,1,2,1
text19887,1,2,1
text19889,0,1,1
text19890,0,1,1
text19895,0,1,1
text19896,0,1,1
text19904,0,1,1
text19910,0,1,1
text19911,0,1,1
text19913,0,1,1
text19917,0,1,1
text19922,0,1,1
text19935,0,1,1
text19936,0,1,1
text19939,0,1,1
text19940,0,1,1
text19941,0,1,1
text19949,0,1,1
text19950,0,1,1
text19955,0,1,1
text19965,0,1,1
text19968,0,1,1
text19969,0,1,1
text1997,0,1,1
text19983,0,1,1
text19985,0,1,1
text19987,0,1,1
text19988,0,1,1
text19989,0,1,1
text1999,0,1,1
text20003,0,1,1
text20007,0,1,1
text20017,1,2,1
text20020,0,1,1
text20023,0,1,1
text20026,0,1,1
text20029,0,1,1
text20032,0,1,1
text20035,0,1,1
text20037,0,1,1
text20039,0,1,1
text20042,0,1,1
text20044,0,1,1
text20045,0,1,1
text20055,0,1,1
text20057,0,1,1
text20058,0,1,1
text2006,1,2,1
text20062,0,1,1
text20063,0,1,1
text20067,1,2,1
text2007,0,1,1
text20072,0,1,1
text20079,0,1,1
text2008,0,1,1
text20081,0,1,1
text20082,0,1,1
text20083,0,1,1
text20085,1,2,1
text20087,0,1,1
text20093,0,1,1
text201,0,1,1
text20100,0,1,1
text20107,0,1,1
text20113,0,1,1
text20114,0,1,1
text20118,0,1,1
text2012,0,1,1
text20120,0,1,1
text20121,2,3,1
text20123,1,2,1
text20126,0,1,1
text2013,0,1,1
text20135,0,1,1
text20142,0,1,1
text20156,0,1,1
text20160,0,1,1
text20166,0,1,1
text20168,1,2,1
text20169,0,1,1
text2017,0,1,1
text20183,0,1,1
text20186,0,1,1
text20187,0,1,1
text20194,1,2,1
text2020,1,2,1
text20204,0,1,1
text20206,0,1,1
text20209,0,1,1
text20216,0,1,1
text2022,0,1,1
text20220,0,1,1
text20224,0,1,1
text20229,0,1,1
text20231,0,1,1
text20235,0,1,1
text20239,0,1,1
text20240,0,1,1
text20241,0,1,1
text20249,0,1,1
text20250,0,1,1
text20251,1,2,1
text20259,0,1,1
text2026,0,1,1
text20264,0,1,1
text20271,0,1,1
text20275,0,1,1
text20276,0,1,1
text2028,0,1,1
text20282,0,1,1
text20284,0,1,1
text20287,0,1,1
text20289,0,1,1
text20290,0,1,1
text20293,0,1,1
text20295,0,1,1
text20301,0,1,1
text20302,0,1,1
text20308,0,1,1
text20309,0,1,1
text20318,0,1,1
text20319,0,1,1
text20324,0,1,1
text20329,0,1,1
text2033,0,1,1
text20332,0,1,1
text20337,0,1,1
text20343,0,1,1
text20346,1,2,1
text20347,0,1,1
text2035,1,2,1
text20350,1,2,1
text20354,0,1,1
text20357,0,1,1
text20364,0,1,1
text20372,0,1,1
text20374,0,1,1
text2038,0,1,1
text20384,0,1,1
text20386,0,1,1
text20388,0,1,1
text20390,0,1,1
text20393,0,1,1
text20397,0,1,1
text20399,0,1,1
text204,1,2,1
text20401,1,2,1
text20402,0,1,1
text20406,0,1,1
text20410,0,1,1
text20412,0,1,1
text20418,0,1,1
text20420,0,1,1
text20421,1,2,1
text20427,0,1,1
text20430,0,1,1
text20437,0,1,1
text2044,0,1,1
text20441,0,1,1
text20444,0,1,1
text20447,0,1,1
text20451,0,1,1
text20456,0,1,1
text20458,0,1,1
text20468,0,1,1
text20481,0,1,1
text20490,0,1,1
text2050,0,1,1
text20501,0,1,1
text20506,0,1,1
text20507,0,1,1
text20516,0,1,1
text20521,0,1,1
text20524,0,1,1
text20525,0,1,1
text20534,1,2,1
text20538,0,1,1
text20540,0,1,1
text20542,0,1,1
text20547,0,1,1
text20548,0,1,1
text20551,0,1,1
text20552,0,1,1
text20555,0,1,1
text20556,1,2,1
text20557,0,1,1
text20562,0,1,1
text20566,0,1,1
text20569,0,1,1
text20576,0,1,1
text20584,0,1,1
text20588,0,1,1
text20590,0,1,1
text20595,0,1,1
text20596,0,1,1
text20598,0,1,1
text20599,0,1,1
text2060,1,2,1
text20600,0,1,1
text20622,0,1,1
text20629,0,1,1
text20632,0,1,1
text20634,0,1,1
text20641,0,1,1
text20643,0,1,1
text20649,0,1,1
text2065,0,1,1
text20652,0,1,1
text20654,0,1,1
text20658,1,2,1
text20659,0,1,1
text20662,0,1,1
text20670,1,2,1
text20673,1,2,1
text20679,1,2,1
text20682,0,1,1
text2069,0,1,1
text20691,0,1,1
text20693,1,2,1
text20695,0,1,1
text20698,1,2,1
text2070,0,1,1
text20703,0,1,1
text20705,0,1,1
text20706,0,1,1
text20708,1,2,1
text20709,0,1,1
text20710,2,3,1
text20716,0,1,1
text20723,0,1,1
text20728,1,2,1
text2073,0,1,1
text20734,0,1,1
text20737,0,1,1
text20746,0,1,1
text20747,0,1,1
text20748,0,1,1
text20765,0,1,1
text20769,0,1,1
text20772,1,2,1
text20779,1,2,1
text20784,1,2,1
text20785,0,1,1
text20787,1,2,1
text20788,1,2,1
text20790,0,1,1
text20791,0,1,1
text20806,1,2,1
text20808,0,1,1
text20810,0,1,1
text20815,1,2,1
text20818,0,1,1
text20837,0,1,1
text20845,0,1,1
text20847,1,2,1
text20851,0,1,1
text20852,0,1,1
text20856,0,1,1
text2086,2,3,1
text20863,0,1,1
text20867,1,2,1
text20871,1,2,1
text20872,0,1,1
text20873,0,1,1
text20877,1,2,1
text20880,0,1,1
text20882,0,1,1
text20885,0,1,1
text20886,0,1,1
text20891,0,1,1
text20896,0,1,1
text20898,0,1,1
text20899,1,2,1
text20902,0,1,1
text20903,1,2,1
text20913,1,2,1
text20916,0,1,1
text2092,0,1,1
text20931,0,1,1
text20933,0,1,1
text20935,0,1,1
text20936,2,3,1
text20939,0,1,1
text20946,0,1,1
text20948,0,1,1
text20964,0,1,1
text20966,0,1,1
text20969,0,1,1
text20970,0,1,1
text20971,0,1,1
text20973,0,1,1
text20975,0,1,1
text20976,0,1,1
text20980,1,2,1
text20984,1,2,1
text20986,0,1,1
text20989,0,1,1
text20992,0,1,1
text20993,0,1,1
text20996,0,1,1
text20999,0,1,1
text21001,0,1,1
text21006,0,1,1
text21013,0,1,1
text21015,0,1,1
text21029,0,1,1
text2103,0,1,1
text21040,0,1,1
text21044,1,2,1
text21058,0,1,1
text21059,0,1,1
text21062,0,1,1
text21065,0,1,1
text21066,0,1,1
text21070,2,3,1
text21073,0,1,1
text21077,0,1,1
text21080,0,1,1
text21084,0,1,1
text21085,0,1,1
text2109,0,1,1
text21090,0,1,1
text211,1,2,1
text2111,0,1,1
text21115,1,2,1
text21116,0,1,1
text21117,1,2,1
text21118,0,1,1
text21120,1,2,1
text21125,0,1,1
text21129,1,2,1
text2113,0,1,1
text21132,0,1,1
text21134,0,1,1
text21137,0,1,1
text21143,1,2,1
text21149,0,1,1
text21155,0,1,1
text21156,0,1,1
text21157,0,1,1
text21170,0,1,1
text21172,0,1,1
text21176,0,1,1
text21182,0,1,1
text21195,1,2,1
text21198,0,1,1
text21211,0,1,1
text21213,0,1,1
text21216,0,1,1
text21218,0,1,1
text2122,0,1,1
text21221,0,1,1
text21229,0,1,1
text21243,0,1,1
text21250,0,1,1
text21251,1,2,1
text21253,0,1,1
text21259,0,1,1
text21261,0,1,1
text21262,0,1,1
text2127,0,1,1
text21285,0,1,1
text21286,1,2,1
text21287,0,1,1
text21290,0,1,1
text21293,1,2,1
text21298,0,1,1
text21302,0,1,1
text21314,0,1,1
text21317,0,1,1
text21319,0,1,1
text21320,0,1,1
text21321,0,1,1
text21322,0,1,1
text21327,0,1,1
text21329,0,1,1
text21338,0,1,1
text21341,0,1,1
text21347,1,2,1
text21351,0,1,1
text21358,0,1,1
text21359,0,1,1
text21360,0,1,1
text21370,0,1,1
text21373,0,1,1
text21387,0,1,1
text21390,0,1,1
text21391,1,2,1
text21394,0,1,1
text21395,0,1,1
text21396,0,1,1
text2141,1,2,1
text21413,1,2,1
text21414,0,1,1
text21416,0,1,1
text2142,1,2,1
text21423,0,1,1
text21427,2,3,1
text21438,0,1,1
text21440,0,1,1
text21446,0,1,1
text21449,0,1,1
text21454,0,1,1
text2146,0,1,1
text21460,1,2,1
text21463,0,1,1
text21467,0,1,1
text21470,0,1,1
text21472,0,1,1
text21478,0,1,1
text21481,0,1,1
text21482,0,1,1
text21485,0,1,1
text21486,0,1,1
text21491,0,1,1
text21494,0,1,1
text21498,0,1,1
text2150,1,2,1
text21504,0,1,1
text21506,0,1,1
text21511,0,1,1
text21521,0,1,1
text21524,0,1,1
text21531,0,1,1
text21546,0,1,1
text21548,0,1,1
text2155,0,1,1
text21552,0,1,1
text21562,0,1,1
text21563,1,2,1
text21576,0,1,1
text21578,0,1,1
text21580,0,1,1
text21586,1,2,1
text21587,0,1,1
text21590,0,1,1
text21606,0,1,1
text21608,0,1,1
text21609,0,1,1
text21615,1,2,1
text21616,0,1,1
text2162,0,1,1
text21625,0,1,1
text21628,0,1,1
text2163,0,1,1
text21632,0,1,1
text2164,0,1,1
text21641,0,1,1
text21642,0,1,1
text21648,0,1,1
text21654,0,1,1
text21658,0,1,1
text21663,0,1,1
text21664,0,1,1
text21665,0,1,1
text2167,0,1,1
text21670,0,1,1
text21674,1,2,1
text21679,0,1,1
text21681,0,1,1
text21683,1,2,1
text21688,0,1,1
text21689,0,1,1
text2169,0,1,1
text21690,0,1,1
text21691,0,1,1
text21692,0,1,1
text21693,0,1,1
text2170,0,1,1
text21700,0,1,1
text21702,0,1,1
text21713,0,1,1
text21714,0,1,1
text21715,0,1,1
text21723,0,1,1
text21724,0,1,1
text21729,0,1,1
text21731,0,1,1
text21732,0,1,1
text21733,1,2,1
text21734,0,1,1
text21736,0,1,1
text21737,0,1,1
text21738,0,1,1
text2174,0,1,1
text21741,0,1,1
text21744,0,1,1
text21756,0,1,1
text21758,0,1,1
text21759,0,1,1
text21761,0,1,1
text21766,0,1,1
text21768,0,1,1
text21769,0,1,1
text21770,0,1,1
text21772,0,1,1
text21774,0,1,1
text21777,0,1,1
text21780,0,1,1
text21787,0,1,1
text2179,0,1,1
text21792,1,2,1
text21795,0,1,1
text21796,0,1,1
text21797,1,2,1
text21798,0,1,1
text218,2,3,1
text21803,1,2,1
text2181,1,2,1
text21812,0,1,1
text21814,0,1,1
text21817,1,2,1
text21818,0,1,1
text21825,0,1,1
text21826,0,1,1
text21832,0,1,1
text21833,0,1,1
text21835,0,1,1
text21837,0,1,1
text21838,2,3,1
text21840,0,1,1
text21847,0,1,1
text21848,0,1,1
text21850,0,1,1
text21853,0,1,1
text21855,0,1,1
text21856,0,1,1
text21862,0,1,1
text21871,0,1,1
text21879,0,1,1
text21883,0,1,1
text21886,0,1,1
text21887,0,1,1
text21889,0,1,1
text21897,0,1,1
text21899,1,2,1
text21900,0,1,1
text21901,1,2,1
text21902,0,1,1
