document,negative,positive,sentiment
text2203,7,0,-7
text1666,6,0,-6
text20829,6,0,-6
text20888,6,0,-6
text22705,6,0,-6
text23471,6,0,-6
text25272,6,0,-6
text27095,6,0,-6
text29411,6,0,-6
text3006,6,0,-6
text4821,6,0,-6
text59,6,0,-6
text615,6,0,-6
text616,6,0,-6
text7429,6,0,-6
text746,7,1,-6
text7828,6,0,-6
text8237,6,0,-6
text9861,6,0,-6
text101,5,0,-5
text1038,5,0,-5
text11342,7,2,-5
text11380,7,2,-5
text11796,5,0,-5
text14207,5,0,-5
text1755,5,0,-5
text185,5,0,-5
text19032,5,0,-5
text19185,6,1,-5
text20172,5,0,-5
text20492,5,0,-5
text20795,5,0,-5
text20830,5,0,-5
text2087,5,0,-5
text20890,5,0,-5
text21492,5,0,-5
text22569,5,0,-5
text22607,5,0,-5
text22643,5,0,-5
text23611,5,0,-5
text2366,5,0,-5
text2506,5,0,-5
text25220,5,0,-5
text25781,5,0,-5
text261,5,0,-5
text2762,5,0,-5
text2772,5,0,-5
text2784,6,1,-5
text284,8,3,-5
text29,6,1,-5
text2914,5,0,-5
text2984,5,0,-5
text2993,5,0,-5
text3001,5,0,-5
text30836,5,0,-5
text30993,5,0,-5
text3219,5,0,-5
text331,5,0,-5
text351,5,0,-5
text3773,5,0,-5
text4094,5,0,-5
text4225,5,0,-5
text425,7,2,-5
text4574,6,1,-5
text5196,5,0,-5
text5200,5,0,-5
text5253,5,0,-5
text6012,5,0,-5
text6185,5,0,-5
text629,7,2,-5
text6485,5,0,-5
text6496,5,0,-5
text664,5,0,-5
text6671,5,0,-5
text7442,5,0,-5
text754,6,1,-5
text7758,5,0,-5
text809,5,0,-5
text8148,5,0,-5
text86,6,1,-5
text912,5,0,-5
text10451,4,0,-4
text1093,4,0,-4
text11066,4,0,-4
text1136,4,0,-4
text1140,4,0,-4
text11704,4,0,-4
text12104,4,0,-4
text12375,4,0,-4
text12774,4,0,-4
text13338,4,0,-4
text13792,4,0,-4
text1462,4,0,-4
text15394,4,0,-4
text155,5,1,-4
text16078,4,0,-4
text16314,4,0,-4
text16373,4,0,-4
text1640,4,0,-4
text16468,4,0,-4
text16619,4,0,-4
text1665,5,1,-4
text16652,4,0,-4
text16914,4,0,-4
text16935,4,0,-4
text1739,4,0,-4
text17485,4,0,-4
text17508,4,0,-4
text17620,4,0,-4
text17910,5,1,-4
text18108,4,0,-4
text1886,4,0,-4
text1889,4,0,-4
text19062,4,0,-4
text19234,4,0,-4
text19398,4,0,-4
text195,4,0,-4
text19829,4,0,-4
text20180,4,0,-4
text20352,5,1,-4
text20636,4,0,-4
text20753,4,0,-4
text2089,4,0,-4
text2090,4,0,-4
text21128,4,0,-4
text21309,5,1,-4
text2134,4,0,-4
text21432,4,0,-4
text21811,4,0,-4
text220,5,1,-4
text2250,4,0,-4
text22641,4,0,-4
text22709,4,0,-4
text22815,4,0,-4
text22829,4,0,-4
text2283,4,0,-4
text22850,4,0,-4
text22853,4,0,-4
text23125,4,0,-4
text23337,4,0,-4
text23432,4,0,-4
text23840,4,0,-4
text24202,4,0,-4
text24468,5,1,-4
text24743,4,0,-4
text24859,4,0,-4
text24872,4,0,-4
text24903,4,0,-4
text25078,4,0,-4
text25254,4,0,-4
text25330,4,0,-4
text25381,4,0,-4
text257,4,0,-4
text25705,4,0,-4
text26223,4,0,-4
text26384,4,0,-4
text26850,4,0,-4
text26877,4,0,-4
text26925,4,0,-4
text27005,5,1,-4
text27092,4,0,-4
text27315,4,0,-4
text2738,5,1,-4
text276,4,0,-4
text2761,4,0,-4
text2835,4,0,-4
text2836,4,0,-4
text2900,4,0,-4
text29263,4,0,-4
text29405,4,0,-4
text29559,5,1,-4
text30317,4,0,-4
text30508,4,0,-4
text30879,4,0,-4
text30895,4,0,-4
text30904,4,0,-4
text30967,4,0,-4
text31,5,1,-4
text3119,4,0,-4
text31853,4,0,-4
text32306,4,0,-4
text32392,4,0,-4
text3251,5,1,-4
text32585,4,0,-4
text32752,4,0,-4
text32918,4,0,-4
text3398,4,0,-4
text3423,4,0,-4
text3713,4,0,-4
text4234,4,0,-4
text4404,4,0,-4
text4435,4,0,-4
text4557,4,0,-4
text4648,4,0,-4
text466,4,0,-4
text4714,5,1,-4
text4722,4,0,-4
text475,4,0,-4
text4870,4,0,-4
text4911,4,0,-4
text4919,4,0,-4
text5061,4,0,-4
text5121,4,0,-4
text5128,4,0,-4
text5189,4,0,-4
text528,5,1,-4
text560,4,0,-4
text5657,4,0,-4
text5713,5,1,-4
text5951,5,1,-4
text5961,4,0,-4
text5991,4,0,-4
text60,4,0,-4
text6056,4,0,-4
text6103,5,1,-4
text613,5,1,-4
text6139,4,0,-4
text617,5,1,-4
text6209,4,0,-4
text6225,5,1,-4
text6349,4,0,-4
text638,4,0,-4
text6618,4,0,-4
text6684,4,0,-4
text678,5,1,-4
text6794,4,0,-4
text6842,4,0,-4
text685,4,0,-4
text7086,4,0,-4
text7093,4,0,-4
text7153,4,0,-4
text7160,4,0,-4
text731,4,0,-4
text7366,4,0,-4
text7379,4,0,-4
text7385,4,0,-4
text7389,4,0,-4
text8047,4,0,-4
text8107,4,0,-4
text8181,4,0,-4
text8182,4,0,-4
text8189,4,0,-4
text8357,4,0,-4
text863,4,0,-4
text877,5,1,-4
text9047,5,1,-4
text9129,4,0,-4
text9144,4,0,-4
text930,5,1,-4
text972,4,0,-4
text10126,3,0,-3
text10139,3,0,-3
text10170,3,0,-3
text10186,3,0,-3
text10411,3,0,-3
text10450,3,0,-3
text10472,3,0,-3
text10474,3,0,-3
text10475,3,0,-3
text10513,3,0,-3
text10545,3,0,-3
text1064,3,0,-3
text10658,3,0,-3
text10663,3,0,-3
text10727,3,0,-3
text10774,3,0,-3
text10798,3,0,-3
text10822,3,0,-3
text10826,3,0,-3
text10853,3,0,-3
text10856,4,1,-3
text11285,3,0,-3
text1130,3,0,-3
text11341,3,0,-3
text11379,3,0,-3
text11509,3,0,-3
text11757,3,0,-3
text11770,3,0,-3
text11778,4,1,-3
text11965,4,1,-3
text12058,3,0,-3
text12073,3,0,-3
text12218,3,0,-3
text1239,3,0,-3
text1247,3,0,-3
text12740,3,0,-3
text12896,3,0,-3
text1325,4,1,-3
text13321,3,0,-3
text13355,4,1,-3
text13360,3,0,-3
text13605,3,0,-3
text13638,3,0,-3
text1364,4,1,-3
text13644,3,0,-3
text14021,3,0,-3
text14176,3,0,-3
text1439,3,0,-3
text15013,3,0,-3
text15191,3,0,-3
text15195,3,0,-3
text15201,3,0,-3
text15210,3,0,-3
text15240,3,0,-3
text15286,3,0,-3
text15315,4,1,-3
text15336,3,0,-3
text15344,3,0,-3
text15499,3,0,-3
text15513,4,1,-3
text1565,3,0,-3
text15695,5,2,-3
text157,4,1,-3
text15758,4,1,-3
text15925,3,0,-3
text16091,3,0,-3
text16172,3,0,-3
text16257,3,0,-3
text16266,3,0,-3
text16288,3,0,-3
text16290,3,0,-3
text16304,3,0,-3
text16325,3,0,-3
text16330,4,1,-3
text16374,3,0,-3
text16412,3,0,-3
text16440,3,0,-3
text16518,3,0,-3
text16528,3,0,-3
text16540,3,0,-3
text16555,3,0,-3
text16664,3,0,-3
text16841,3,0,-3
text16845,3,0,-3
text16965,4,1,-3
text16970,3,0,-3
text16997,3,0,-3
text17004,3,0,-3
text17101,4,1,-3
text17282,4,1,-3
text17319,3,0,-3
text17404,3,0,-3
text17409,4,1,-3
text17467,3,0,-3
text17610,3,0,-3
text17701,3,0,-3
text17775,4,1,-3
text17801,4,1,-3
text17826,4,1,-3
text18038,3,0,-3
text18107,3,0,-3
text18212,3,0,-3
text18318,3,0,-3
text18515,3,0,-3
text18526,4,1,-3
text18630,3,0,-3
text18659,3,0,-3
text18660,3,0,-3
text18686,4,1,-3
text18754,4,1,-3
text18769,3,0,-3
text18813,3,0,-3
text18876,4,1,-3
text18918,4,1,-3
text1894,3,0,-3
text1895,3,0,-3
text18972,3,0,-3
text19040,3,0,-3
text19061,3,0,-3
text1908,3,0,-3
text19249,3,0,-3
text19270,3,0,-3
text19277,3,0,-3
text1937,3,0,-3
text19588,3,0,-3
text19627,3,0,-3
text19760,3,0,-3
text19762,3,0,-3
text1988,3,0,-3
text19933,4,1,-3
text20046,3,0,-3
text20147,4,1,-3
text20167,3,0,-3
text20212,3,0,-3
text20215,3,0,-3
text20258,3,0,-3
text20268,3,0,-3
text20299,3,0,-3
text20311,3,0,-3
text20312,3,0,-3
text20321,3,0,-3
text20341,3,0,-3
text20439,3,0,-3
text2054,4,1,-3
text20587,3,0,-3
text20604,3,0,-3
text20668,3,0,-3
text2076,3,0,-3
text20777,3,0,-3
text20793,3,0,-3
text20894,3,0,-3
text2091,3,0,-3
text20941,3,0,-3
text21021,3,0,-3
text21050,3,0,-3
text21108,3,0,-3
text21114,3,0,-3
text21209,3,0,-3
text21292,3,0,-3
text21332,3,0,-3
text21424,3,0,-3
text21436,3,0,-3
text2149,3,0,-3
text21495,3,0,-3
text21497,3,0,-3
text21539,3,0,-3
text21591,3,0,-3
text21602,3,0,-3
text21607,3,0,-3
text21631,3,0,-3
text21635,3,0,-3
text21726,3,0,-3
text21754,5,2,-3
text21791,3,0,-3
text21824,3,0,-3
text2189,4,1,-3
text21920,3,0,-3
text21935,3,0,-3
text22064,3,0,-3
text2214,3,0,-3
text22172,4,1,-3
text22221,3,0,-3
text22245,3,0,-3
text22276,3,0,-3
text22358,3,0,-3
text22374,3,0,-3
text22375,4,1,-3
text2238,3,0,-3
text2243,4,1,-3
text22442,3,0,-3
text22493,3,0,-3
text22495,3,0,-3
text22500,3,0,-3
text22524,3,0,-3
text2254,3,0,-3
text22543,3,0,-3
text22564,3,0,-3
text22599,3,0,-3
text22632,3,0,-3
text22664,3,0,-3
text2270,3,0,-3
text22731,3,0,-3
text2275,3,0,-3
text22775,3,0,-3
text22848,3,0,-3
text22873,3,0,-3
text22875,4,1,-3
text22879,4,1,-3
text2289,4,1,-3
text230,4,1,-3
text23049,4,1,-3
text23063,3,0,-3
text23068,3,0,-3
text23120,3,0,-3
text23270,3,0,-3
text23473,3,0,-3
text2359,3,0,-3
text23727,3,0,-3
text23796,3,0,-3
text23838,3,0,-3
text23908,3,0,-3
text23962,3,0,-3
text2397,3,0,-3
text23975,3,0,-3
text24088,3,0,-3
text24132,3,0,-3
text24159,3,0,-3
text24173,3,0,-3
text24174,3,0,-3
text24214,3,0,-3
text24278,3,0,-3
text24424,3,0,-3
text24475,3,0,-3
text24511,4,1,-3
text2457,3,0,-3
text24596,4,1,-3
text24626,3,0,-3
text24629,3,0,-3
text24661,3,0,-3
text24685,3,0,-3
text24907,3,0,-3
text24908,3,0,-3
text24950,3,0,-3
text24953,3,0,-3
text2497,3,0,-3
text24989,3,0,-3
text24993,3,0,-3
text25035,3,0,-3
text251,5,2,-3
text25106,3,0,-3
text25119,3,0,-3
text25121,4,1,-3
text2514,3,0,-3
text25296,5,2,-3
text25350,3,0,-3
text25357,3,0,-3
text25377,3,0,-3
text25468,3,0,-3
text25575,3,0,-3
text25603,3,0,-3
text25605,3,0,-3
text25616,3,0,-3
text25638,3,0,-3
text25666,3,0,-3
text25719,3,0,-3
text25780,3,0,-3
text25795,3,0,-3
text25796,3,0,-3
text258,4,1,-3
text25820,3,0,-3
text25852,3,0,-3
text26011,3,0,-3
text26178,3,0,-3
text2622,3,0,-3
text26222,3,0,-3
text26227,3,0,-3
text263,3,0,-3
text26381,3,0,-3
text26387,3,0,-3
text26623,3,0,-3
text26722,3,0,-3
text26725,3,0,-3
text26841,3,0,-3
text27173,3,0,-3
text27253,3,0,-3
text27317,3,0,-3
text27352,3,0,-3
text27365,3,0,-3
text27452,3,0,-3
text2769,3,0,-3
text2783,3,0,-3
text2788,3,0,-3
text27889,3,0,-3
text2798,3,0,-3
text28185,3,0,-3
text28292,3,0,-3
text2831,3,0,-3
text2833,3,0,-3
text28341,3,0,-3
text2840,3,0,-3
text28477,3,0,-3
text2848,3,0,-3
text28498,3,0,-3
text2852,3,0,-3
text2855,4,1,-3
text2866,3,0,-3
text28728,3,0,-3
text2883,3,0,-3
text2892,3,0,-3
text28955,3,0,-3
text28991,3,0,-3
text29092,3,0,-3
text29138,3,0,-3
text29179,3,0,-3
text29246,3,0,-3
text29262,3,0,-3
text2934,3,0,-3
text29410,3,0,-3
text29439,3,0,-3
text29489,3,0,-3
text29554,3,0,-3
text29597,3,0,-3
text29718,3,0,-3
text2973,3,0,-3
text29731,3,0,-3
text29854,3,0,-3
text29871,3,0,-3
text2991,3,0,-3
text29975,3,0,-3
text30083,3,0,-3
text30093,3,0,-3
text30117,3,0,-3
text30200,3,0,-3
text30210,3,0,-3
text3024,3,0,-3
text30406,3,0,-3
text30416,3,0,-3
text30484,3,0,-3
text30503,3,0,-3
text30553,3,0,-3
text30577,3,0,-3
text3061,3,0,-3
text30616,3,0,-3
text30622,3,0,-3
text3063,3,0,-3
text30648,3,0,-3
text30712,4,1,-3
text30740,3,0,-3
text30814,3,0,-3
text30890,3,0,-3
text30949,4,1,-3
text30965,3,0,-3
text30991,3,0,-3
text31005,3,0,-3
text31093,3,0,-3
text31105,3,0,-3
text31151,3,0,-3
text31178,3,0,-3
text3118,3,0,-3
text31257,3,0,-3
text31284,4,1,-3
text31297,3,0,-3
text3139,3,0,-3
text31390,3,0,-3
text31474,4,1,-3
text31578,3,0,-3
text31615,3,0,-3
text31695,3,0,-3
text3174,4,1,-3
text31767,3,0,-3
text31813,3,0,-3
text3184,3,0,-3
text31951,3,0,-3
text32049,4,1,-3
text32106,3,0,-3
text32150,3,0,-3
text32177,3,0,-3
text32191,3,0,-3
text32229,3,0,-3
text32230,3,0,-3
text32241,3,0,-3
text32264,3,0,-3
text32288,3,0,-3
text323,4,1,-3
text32313,4,1,-3
text32350,3,0,-3
text32488,3,0,-3
text32491,3,0,-3
text32494,3,0,-3
text32532,3,0,-3
text32555,3,0,-3
text3256,3,0,-3
text32571,3,0,-3
text32574,3,0,-3
text32615,3,0,-3
text32625,3,0,-3
text32822,3,0,-3
text32937,3,0,-3
text3382,3,0,-3
text3477,3,0,-3
text3561,3,0,-3
text3566,3,0,-3
text3627,3,0,-3
text3676,3,0,-3
text3700,3,0,-3
text3716,3,0,-3
text3717,4,1,-3
text3733,3,0,-3
text3750,3,0,-3
text3800,3,0,-3
text3839,3,0,-3
text3852,3,0,-3
text394,4,1,-3
text4050,3,0,-3
text409,3,0,-3
text4095,4,1,-3
text4097,3,0,-3
text4098,3,0,-3
text4171,3,0,-3
text4217,3,0,-3
text4265,3,0,-3
text4266,3,0,-3
text4286,3,0,-3
text4299,3,0,-3
text4300,3,0,-3
text4310,3,0,-3
text4346,3,0,-3
text4363,4,1,-3
text4374,3,0,-3
text4395,3,0,-3
text4415,3,0,-3
text4420,3,0,-3
text4473,3,0,-3
text4475,3,0,-3
text4485,3,0,-3
text449,3,0,-3
text4564,3,0,-3
text4566,3,0,-3
text4578,4,1,-3
text458,5,2,-3
text4599,3,0,-3
text4610,3,0,-3
text4618,3,0,-3
text4621,3,0,-3
text4622,3,0,-3
text4627,3,0,-3
text4629,3,0,-3
text4665,4,1,-3
text4680,3,0,-3
text47,3,0,-3
text4728,3,0,-3
text4739,3,0,-3
text4740,3,0,-3
text4808,3,0,-3
text4809,3,0,-3
text4810,3,0,-3
text4822,3,0,-3
text4831,4,1,-3
text484,4,1,-3
text4840,4,1,-3
text4876,3,0,-3
text4886,3,0,-3
text4894,3,0,-3
text4896,4,1,-3
text4898,4,1,-3
text4920,3,0,-3
text4930,4,1,-3
text4940,3,0,-3
text4986,3,0,-3
text5002,3,0,-3
text501,5,2,-3
text5011,3,0,-3
text5049,3,0,-3
text5051,4,1,-3
text5060,3,0,-3
text5083,3,0,-3
text5125,3,0,-3
text5129,3,0,-3
text5136,4,1,-3
text5201,3,0,-3
text5217,3,0,-3
text5236,3,0,-3
text5238,3,0,-3
text5239,3,0,-3
text5255,3,0,-3
text5268,3,0,-3
text5284,3,0,-3
text5307,3,0,-3
text5313,3,0,-3
text5330,3,0,-3
text5352,3,0,-3
text5354,3,0,-3
text5358,3,0,-3
text5366,4,1,-3
text5394,3,0,-3
text543,3,0,-3
text5472,4,1,-3
text5483,3,0,-3
text5486,3,0,-3
text5490,3,0,-3
text5498,3,0,-3
text5543,3,0,-3
text5554,3,0,-3
text5662,5,2,-3
text5672,3,0,-3
text5889,3,0,-3
text5934,3,0,-3
text5967,4,1,-3
text5998,3,0,-3
text6010,3,0,-3
text6016,3,0,-3
text6025,3,0,-3
text6065,3,0,-3
text6072,3,0,-3
text6074,4,1,-3
text6075,3,0,-3
text608,4,1,-3
text61,4,1,-3
text6112,4,1,-3
text6124,3,0,-3
text6132,3,0,-3
text6146,3,0,-3
text6224,3,0,-3
text623,3,0,-3
text6231,3,0,-3
text624,3,0,-3
text6271,3,0,-3
text6305,3,0,-3
text6396,3,0,-3
text6491,3,0,-3
text6498,3,0,-3
text6535,3,0,-3
text6538,3,0,-3
text662,4,1,-3
text6630,3,0,-3
text6632,4,1,-3
text6665,3,0,-3
text6675,4,1,-3
text6694,3,0,-3
text673,4,1,-3
text6769,3,0,-3
text6801,4,1,-3
text686,3,0,-3
text6942,3,0,-3
text695,3,0,-3
text6957,3,0,-3
text696,3,0,-3
text7015,4,1,-3
text7020,3,0,-3
text7046,3,0,-3
text7057,3,0,-3
text7062,4,1,-3
text7146,3,0,-3
text7228,3,0,-3
text7236,3,0,-3
text7296,3,0,-3
text7328,3,0,-3
text7358,3,0,-3
text737,3,0,-3
text7386,3,0,-3
text7394,3,0,-3
text7398,3,0,-3
text7435,3,0,-3
text7446,3,0,-3
text7448,3,0,-3
text7476,3,0,-3
text7509,3,0,-3
text7518,3,0,-3
text757,3,0,-3
text7706,3,0,-3
text7710,3,0,-3
text7793,3,0,-3
text7796,3,0,-3
text780,3,0,-3
text7822,3,0,-3
text786,3,0,-3
text7933,3,0,-3
text7975,3,0,-3
text7984,3,0,-3
text8070,3,0,-3
text8104,3,0,-3
text8118,3,0,-3
text8120,4,1,-3
text8125,3,0,-3
text815,3,0,-3
text8212,3,0,-3
text8218,3,0,-3
text8236,3,0,-3
text8377,3,0,-3
text841,3,0,-3
text8525,3,0,-3
text8666,3,0,-3
text875,3,0,-3
text8793,3,0,-3
text8818,3,0,-3
text8855,4,1,-3
text8858,3,0,-3
text8886,3,0,-3
text9113,3,0,-3
text915,3,0,-3
text919,3,0,-3
text920,3,0,-3
text9285,3,0,-3
text9322,3,0,-3
text9348,3,0,-3
text942,5,2,-3
text9505,3,0,-3
text9619,3,0,-3
text9622,3,0,-3
text9676,3,0,-3
text9759,3,0,-3
text9769,3,0,-3
text977,3,0,-3
text9836,3,0,-3
text9864,4,1,-3
text993,3,0,-3
text9960,3,0,-3
text9967,3,0,-3
text10002,3,1,-2
text10045,2,0,-2
text1005,3,1,-2
text10062,3,1,-2
text10063,3,1,-2
text10069,2,0,-2
text10081,2,0,-2
text10088,2,0,-2
text10118,2,0,-2
text10146,2,0,-2
text102,4,2,-2
text1024,2,0,-2
text10246,2,0,-2
text10253,2,0,-2
text1030,2,0,-2
text10314,2,0,-2
text1034,2,0,-2
text10348,2,0,-2
text10384,2,0,-2
text1039,2,0,-2
text10404,2,0,-2
text10430,2,0,-2
text10437,2,0,-2
text10455,3,1,-2
text10527,3,1,-2
text10528,2,0,-2
text1053,2,0,-2
text10568,2,0,-2
text10585,3,1,-2
text10611,2,0,-2
text10629,2,0,-2
text10639,2,0,-2
text10644,2,0,-2
text10677,2,0,-2
text10696,2,0,-2
text10702,2,0,-2
text10718,3,1,-2
text10720,2,0,-2
text10721,2,0,-2
text10757,2,0,-2
text1077,2,0,-2
text10792,2,0,-2
text1080,2,0,-2
text10800,2,0,-2
text1082,2,0,-2
text10850,2,0,-2
text10882,2,0,-2
text10885,2,0,-2
text10936,2,0,-2
text10941,2,0,-2
text10952,2,0,-2
text11004,2,0,-2
text11009,2,0,-2
text11057,2,0,-2
text11065,2,0,-2
text11085,2,0,-2
text11091,3,1,-2
text1120,2,0,-2
text1125,2,0,-2
text11260,2,0,-2
text11278,2,0,-2
text113,3,1,-2
text1132,2,0,-2
text11386,3,1,-2
text1143,2,0,-2
text11557,2,0,-2
text1156,3,1,-2
text1166,2,0,-2
text1168,3,1,-2
text11703,2,0,-2
text1171,2,0,-2
text11726,2,0,-2
text11779,2,0,-2
text11820,2,0,-2
text11823,2,0,-2
text11824,3,1,-2
text11839,3,1,-2
text11893,2,0,-2
text11903,2,0,-2
text11910,2,0,-2
text11923,2,0,-2
text1196,3,1,-2
text11961,5,3,-2
text11996,3,1,-2
text12002,2,0,-2
text1203,2,0,-2
text12033,3,1,-2
text12059,2,0,-2
text12068,2,0,-2
text12078,3,1,-2
text1209,2,0,-2
text12093,2,0,-2
text12107,2,0,-2
text1216,2,0,-2
text12224,2,0,-2
text12234,3,1,-2
text12252,3,1,-2
text12255,3,1,-2
text12282,3,1,-2
text12283,3,1,-2
text12286,2,0,-2
text12293,2,0,-2
text12392,3,1,-2
text12420,2,0,-2
text12424,2,0,-2
text12425,2,0,-2
text12504,2,0,-2
text12511,2,0,-2
text12524,2,0,-2
text12569,2,0,-2
text12571,2,0,-2
text12575,2,0,-2
text12581,2,0,-2
text12592,3,1,-2
text12601,2,0,-2
text12739,2,0,-2
text12758,3,1,-2
text12800,3,1,-2
text12900,2,0,-2
text12918,2,0,-2
text12931,4,2,-2
text1307,3,1,-2
text13097,2,0,-2
text13132,2,0,-2
text13160,2,0,-2
text13172,2,0,-2
text13236,2,0,-2
text1324,2,0,-2
text13270,2,0,-2
text1328,2,0,-2
text13294,2,0,-2
text13319,3,1,-2
text1340,2,0,-2
text1354,2,0,-2
text13607,2,0,-2
text1363,3,1,-2
text13660,2,0,-2
text137,2,0,-2
text13734,3,1,-2
text13786,3,1,-2
text13831,2,0,-2
text13836,2,0,-2
text1389,3,1,-2
text13890,2,0,-2
text13939,2,0,-2
text13942,2,0,-2
text14015,2,0,-2
text14020,2,0,-2
text1403,2,0,-2
text142,3,1,-2
text14275,2,0,-2
text14298,2,0,-2
text14364,2,0,-2
text144,4,2,-2
text14421,2,0,-2
text1444,2,0,-2
text14448,2,0,-2
text14449,2,0,-2
text1448,3,1,-2
text14486,2,0,-2
text14526,2,0,-2
text14528,2,0,-2
text1453,2,0,-2
text14532,2,0,-2
text1454,2,0,-2
text146,2,0,-2
text14669,2,0,-2
text148,2,0,-2
text14856,2,0,-2
text14903,2,0,-2
text1491,2,0,-2
text1496,2,0,-2
text1499,2,0,-2
text15004,2,0,-2
text15009,2,0,-2
text1501,2,0,-2
text15117,2,0,-2
text15145,3,1,-2
text1515,2,0,-2
text15222,3,1,-2
text15239,2,0,-2
text15241,2,0,-2
text15242,2,0,-2
text1527,2,0,-2
text15298,3,1,-2
text15301,2,0,-2
text15326,3,1,-2
text15332,2,0,-2
text15375,2,0,-2
text15385,3,1,-2
text15411,2,0,-2
text15455,2,0,-2
text15456,2,0,-2
text15462,3,1,-2
text15473,2,0,-2
text15482,2,0,-2
text15491,3,1,-2
text15495,2,0,-2
text15496,2,0,-2
text1554,3,1,-2
text15592,2,0,-2
text15728,2,0,-2
text15735,3,1,-2
text15798,2,0,-2
text1582,2,0,-2
text15955,3,1,-2
text15993,2,0,-2
text16084,2,0,-2
text16085,2,0,-2
text1612,3,1,-2
text1614,3,1,-2
text16236,2,0,-2
text16237,2,0,-2
text16247,3,1,-2
text1626,2,0,-2
text1631,2,0,-2
text16318,2,0,-2
text16350,2,0,-2
text16354,3,1,-2
text16372,3,1,-2
text16377,2,0,-2
text16387,2,0,-2
text16433,2,0,-2
text16437,2,0,-2
text16462,2,0,-2
text16497,2,0,-2
text16520,2,0,-2
text16524,2,0,-2
text16531,2,0,-2
text1657,2,0,-2
text16581,2,0,-2
text1659,2,0,-2
text16626,3,1,-2
text16629,3,1,-2
text1667,3,1,-2
text16670,2,0,-2
text16693,2,0,-2
text16700,2,0,-2
text16742,2,0,-2
text16751,2,0,-2
text16766,2,0,-2
text16768,3,1,-2
text16804,2,0,-2
text16812,2,0,-2
text16820,2,0,-2
text16823,2,0,-2
text16842,3,1,-2
text1685,3,1,-2
text1688,2,0,-2
text1691,2,0,-2
text16944,2,0,-2
text16956,2,0,-2
text1697,2,0,-2
text16991,3,1,-2
text1701,2,0,-2
text17077,2,0,-2
text17145,2,0,-2
text1716,2,0,-2
text17183,2,0,-2
text17199,2,0,-2
text17200,2,0,-2
text1724,2,0,-2
text17258,2,0,-2
text17265,2,0,-2
text17278,2,0,-2
text17286,2,0,-2
text1729,2,0,-2
text17291,2,0,-2
text17296,2,0,-2
text173,2,0,-2
text17340,2,0,-2
text17383,2,0,-2
text17407,2,0,-2
text17412,2,0,-2
text17413,2,0,-2
text17418,2,0,-2
text1742,2,0,-2
text17425,2,0,-2
text17426,2,0,-2
text17441,2,0,-2
text17453,2,0,-2
text17458,2,0,-2
text1747,2,0,-2
text17478,2,0,-2
text17483,2,0,-2
text17489,2,0,-2
text17490,2,0,-2
text1750,2,0,-2
text17506,2,0,-2
text17509,2,0,-2
text1751,2,0,-2
text17510,2,0,-2
text17559,2,0,-2
text17576,2,0,-2
text17577,2,0,-2
text17578,2,0,-2
text1761,3,1,-2
text1765,2,0,-2
text17653,2,0,-2
text1767,3,1,-2
text17732,2,0,-2
text17734,2,0,-2
text17751,3,1,-2
text17776,3,1,-2
text17781,2,0,-2
text17787,2,0,-2
text17788,2,0,-2
text17828,2,0,-2
text17833,2,0,-2
text17935,2,0,-2
text17940,2,0,-2
text17948,2,0,-2
text18014,2,0,-2
text18034,3,1,-2
text18059,2,0,-2
text18095,2,0,-2
text18096,3,1,-2
text1811,2,0,-2
text18137,2,0,-2
text18145,2,0,-2
text1817,2,0,-2
text18170,2,0,-2
text1820,2,0,-2
text18210,2,0,-2
text18216,2,0,-2
text18236,2,0,-2
text18244,3,1,-2
text18255,2,0,-2
text1830,2,0,-2
text18330,2,0,-2
text18346,2,0,-2
text18356,3,1,-2
text18368,2,0,-2
text18405,2,0,-2
text18429,2,0,-2
text18448,3,1,-2
text1846,2,0,-2
text1847,2,0,-2
text18483,2,0,-2
text18495,2,0,-2
text18535,2,0,-2
text18538,2,0,-2
text18548,2,0,-2
text18550,2,0,-2
text18567,2,0,-2
text18569,2,0,-2
text18605,2,0,-2
text18608,2,0,-2
text18612,2,0,-2
text18625,2,0,-2
text18661,2,0,-2
text18667,3,1,-2
text18678,3,1,-2
text18687,2,0,-2
text18700,2,0,-2
text18740,3,1,-2
text18742,2,0,-2
text18784,2,0,-2
text1880,2,0,-2
text1881,2,0,-2
text18887,2,0,-2
text18891,3,1,-2
text1892,3,1,-2
text18941,2,0,-2
text18942,3,1,-2
text18982,2,0,-2
text18983,4,2,-2
text1900,2,0,-2
text19030,3,1,-2
text19068,2,0,-2
text19086,2,0,-2
text19109,2,0,-2
text19144,3,1,-2
text19158,2,0,-2
text19180,2,0,-2
text19199,2,0,-2
text192,2,0,-2
text19217,2,0,-2
text1924,3,1,-2
text19248,2,0,-2
text1925,2,0,-2
text19345,2,0,-2
text19359,2,0,-2
text1936,2,0,-2
text1940,2,0,-2
text19402,2,0,-2
text19407,2,0,-2
text19416,3,1,-2
text19445,2,0,-2
text19449,3,1,-2
text19529,3,1,-2
text19536,2,0,-2
text19547,2,0,-2
text19564,2,0,-2
text19577,2,0,-2
text1959,2,0,-2
text19621,2,0,-2
text19637,2,0,-2
text19643,2,0,-2
text19649,2,0,-2
text19656,2,0,-2
text19661,2,0,-2
text19670,2,0,-2
text19717,2,0,-2
text19732,2,0,-2
text19740,2,0,-2
text19778,2,0,-2
text198,2,0,-2
text1981,2,0,-2
text19820,2,0,-2
text19839,2,0,-2
